repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
kursof/abramyan,C++,0.005780,2,0,0.177757,45.000000,1.000000,0,3537,0.000000,0,0,1,1,1
documentcloud/pdfshaver,C++,1.000000,1,0,0.153914,59.000000,4.000000,1,995,0.000000,21,0,1,1,1
Elephly/MagicRealm,C++,0.967213,3,0,0.002788,417.000000,5.000000,0,733048,0.000000,0,0,1,1,1
meshadaptation/pragmatic,C++,0.937500,3,1,0.085168,12.647059,0.470588,1,140527,0.057083,9,1,1,1,1
sweeneychris/TheiaSfM,C++,0.911654,1,0,0.246886,126.000000,10.000000,1,188846,0.000353,96,0,1,1,1
XPIR-team/XPIR,C++,0.557728,2,0,0.164956,15.000000,2.000000,1,10611,0.002602,12,1,1,1,1
yanyiwu/simhash,C++,0.881356,1,1,0.269078,4.200000,0.133333,0,21003,0.869214,157,0,1,1,1
yanyiwu/nodejieba,C++,0.850000,3,1,0.048949,7.076923,0.538462,0,3968,0.072190,313,1,1,1,1
vroad/node-ndll,C++,0.428571,1,0,0.057692,9.000000,0.500000,0,1960,0.047204,0,0,1,1,1
alexanderBaranov/OOP,C++,0.086207,1,0,0.074899,18.000000,4.000000,0,2300,0.026244,0,0,1,1,1
nenetto/NPTrackingTools,C++,0.750000,2,0,0.172296,80.000000,1.000000,0,2919,0.000000,2,0,1,1,1
falltergeist/falltergeist,C++,0.998246,4,1,0.317665,169.500000,50.000000,1,27848,0.000000,127,1,1,1,1
falltergeist/libfalltergeist,C++,0.972603,1,1,0.216721,7.562500,0.750000,1,6087,0.000000,12,1,1,1,1
tue-robotics/amigo_whole_body_controller,C++,0.897959,1,1,0.207727,57.000000,2.000000,0,5657,0.000000,0,0,1,1,1
Brazilian-Institute-of-Robotics/simulation-rock_gazebo,C++,1.000000,2,0,0.156785,19.000000,6.000000,1,640,0.000000,0,1,1,1,1
bachp/alljoyn_core,C++,0.966135,5,0,0.318159,9.090909,0.000000,1,132222,0.374004,1,1,1,1,1
cryptogenicbonds/CryptoBullion-CBX,C++,0.925000,1,0,0.102232,3.500000,1.500000,1,87110,0.062338,5,1,1,1,1
rr1706/vision2015,C++,0.809524,1,0,0.073007,46.000000,2.500000,0,2380,0.000000,4,0,1,1,1
hawaii-desktop/hawaii-system-preferences,C++,1.000000,1,0,0.062814,17.000000,6.000000,1,39221,0.000000,3,0,1,1,1
GraphKit/graphkit,C++,0.000000,2,0,0.334539,167.000000,62.000000,1,3274,0.000000,436,1,1,1,1
redpaperheart/Cinder-Wax9,C++,0.800000,2,0,0.191176,12.000000,1.000000,1,1077,0.000000,0,1,1,1,1
dato-code/GraphLab-Create-SDK,C++,0.742353,3,0,0.126898,7.000000,0.666667,1,492062,0.000517,71,1,1,1,1
cdaylward/nosecone,C++,0.850000,1,0,0.283148,61.500000,1.000000,1,5655,0.000000,24,0,1,1,1
HSAnet/glimpse_client,C++,0.892390,3,0,0.242889,50.500000,14.250000,1,390606,0.326485,7,1,1,1,1
Ra1nWarden/Online-Judges,C++,0.998514,1,0,0.036185,20.000000,17.000000,0,41256,0.000000,0,0,1,1,1
g-jackson/cs4098,C++,0.000000,2,0,0.225736,98.000000,1.500000,1,1200841,0.000000,2,1,1,1,1
johnmcfarlane/crag,C++,0.964286,1,0,0.203735,75.000000,0.500000,1,32883,0.000000,4,0,1,1,1
laurb9/tiny_scope,C++,1.000000,1,0,0.328874,86.000000,21.000000,1,666,0.000000,1,0,1,1,1
RCOS-Grading-Server/HWserver,C++,0.878788,2,1,0.169964,77.500000,15.500000,1,15535,0.000000,15,1,1,1,1
VFR-maniac/VapourSynth-FFT3DFilter,C++,1.000000,1,0,0.122668,42.000000,1.000000,1,5407,0.000000,8,0,1,1,1
google/REAPER,C++,1.000000,2,0,0.244623,28.000000,8.000000,1,4000,0.000000,48,1,1,1,1
OtterBrowser/otter-browser,C++,1.000000,1,0,0.019383,147.000000,53.000000,1,254493,0.000000,581,0,1,1,1
primiano/platform_frameworks_av,C++,0.850031,8,0,0.297822,50.000000,0.000000,1,419113,0.026972,0,1,1,1,1
VFR-maniac/VapourSynth-TNLMeans,C++,1.000000,1,0,0.086698,45.000000,2.000000,1,2149,0.000000,6,0,1,1,1
ComputationalRadiationPhysics/alpaka,C++,0.959596,1,1,0.348133,243.000000,13.000000,1,12852,0.084920,12,1,1,1,1
Wohlstand/PGE-Project,C++,0.858053,1,1,0.127983,193.000000,18.000000,1,455971,0.007332,8,1,1,1,1
ryantmer/LyricsSearch,C++,0.833333,1,0,0.052736,14.000000,7.000000,1,954,0.000000,0,0,1,1,1
BOINC/boinc,C++,0.901961,3,1,0.178563,371.000000,1059.000000,1,443573,0.028020,158,1,1,1,1
susy2015/SusyAnaTools,C++,0.894737,2,0,0.083206,44.000000,4.000000,0,60801,0.000000,1,0,1,1,1
xin3liang/platform_external_chromium_org_third_party_webrtc,C++,0.924307,11,0,0.161789,100.000000,0.000000,1,527508,0.258541,0,1,1,1,1
zaqwes8811/io-async-parallel,C++,0.745455,1,0,0.190578,55.000000,1.000000,1,209635,0.627488,0,1,1,1,1
FRC1280/FRC1280RecycleRush,C++,1.000000,2,0,0.283990,30.500000,12.000000,1,2670,0.000000,1,1,1,1,1
broadinstitute/firepony,C++,0.760000,1,0,0.272919,39.000000,0.500000,1,10366,0.000000,9,0,1,1,1
bicyclestudio/AwaKinG,C++,0.859155,1,0,0.249399,57.000000,57.000000,0,30625,0.000000,0,0,1,1,1
madeso/ride,C++,0.950000,1,0,0.177933,234.500000,0.500000,1,10571,0.000000,89,0,1,1,1
arangodb/arangodb,C++,0.934256,4,1,0.182275,696.000000,32.000000,1,4179751,0.038339,1868,1,1,1,1
webOS-ports/luneos-components,C++,1.000000,1,0,0.261086,4.076923,0.692308,1,1805,0.000000,0,0,1,1,1
xsmart/opencvr,C++,0.889118,1,0,0.146859,213.500000,2.500000,1,2291980,0.018176,94,1,1,1,1
nitroshare/nitroshare-desktop,C++,0.980392,1,0,0.412908,270.000000,38.000000,1,3614,0.000000,119,0,1,1,1
lazychords/lazychords-lib,C++,0.875000,2,1,0.094945,21.000000,0.500000,1,13687,0.711718,2,1,1,1,1
sysint64/e2dit,C++,0.600000,1,0,0.422899,23.000000,6.000000,1,2385,0.000000,5,0,1,1,1
GarCoSim/TraceFileSim,C++,0.958333,2,0,0.134720,25.500000,0.500000,1,2794,0.000000,3,1,1,1,1
TheoKanning/Chess-AI,C++,0.884615,1,0,0.136329,14.000000,12.666667,0,5669,0.000000,1,0,1,1,1
Hourglass-Resurrection/Hourglass-Resurrection,C++,0.907692,4,0,0.214616,7.142857,0.500000,1,62540,0.116115,17,1,1,1,1
personalrobotics/owd,C++,0.979167,4,0,0.195816,14.000000,4.000000,1,24910,0.048869,0,1,1,1,1
flax-lang/flax,C++,0.833333,1,1,0.118340,115.000000,2.000000,1,7324,0.000000,32,1,1,1,1
toeb/cmakepp,C++,0.166667,1,1,0.127989,110.333336,16.000000,1,42607,0.000000,162,1,1,1,1
google/kythe,C++,0.892269,3,0,0.255156,157.000000,0.500000,1,434953,0.193253,452,1,1,1,1
Dehaku/Galaxy,C++,0.956522,2,0,0.085025,250.000000,10.000000,0,15637,0.022630,1,1,1,1,1
SCIInstitute/Cleaver2,C++,0.734111,2,0,0.170202,12.000000,1.111111,1,346445,0.077942,5,1,1,1,1
requimrar/flax-lang,C++,0.850000,1,1,0.100755,32.500000,1.500000,1,3846,0.000000,32,1,1,1,1
Kavignon/MontrealGameJam-SoulCrusher,C++,0.500000,2,0,0.103251,34.000000,5.000000,0,18018,0.000000,0,0,1,1,1
kwek20/StrategyGame,C++,0.955056,1,0,0.360416,29.000000,1.000000,1,4362,0.000000,1,0,1,1,1
rime/librime,C++,0.957650,1,0,0.108125,16.571428,0.285714,1,337440,0.009528,326,1,1,1,1
Kazakuri/Shinjiru,C++,0.871145,1,0,0.278161,49.500000,9.500000,1,100895,0.230234,20,1,1,1,1
LeifNode/Novus-Engine,C++,0.831418,1,0,0.439921,32.000000,0.500000,1,30826,0.000000,3,0,1,1,1
nwjs/blink,C++,0.977677,6,0,0.136180,7.380952,0.523810,1,2737145,0.079381,61,1,1,1,1
PurpleI2P/i2pd,C++,0.938776,1,0,0.071933,32.777779,3.000000,1,36398,0.015367,302,1,1,1,1
XAMPP/Mt,C++,0.962963,1,1,0.317959,38.000000,7.500000,1,2224,0.000000,0,1,1,1,1
SSS-XY-D-Lab/CPyCompiler,C++,0.857143,1,0,0.056157,82.000000,1.000000,1,5227,0.000000,1,0,1,1,1
horn-point-lab/moos-ivp-hpl,C++,0.934343,1,0,0.261697,22.000000,2.000000,1,24679,0.044213,2,1,1,1,1
malek0512/2014_2015_ricm4_cannon_ball,C++,0.791383,3,0,0.309847,17.500000,12.500000,1,236574,0.000000,0,1,1,1,1
neloe/MongoDB-Cpp,C++,1.000000,1,0,0.378134,10.400000,0.200000,1,2651,0.350598,0,1,1,1,1
plusEight/rshell,C++,1.000000,2,0,0.045054,87.000000,5.000000,1,988,0.000000,1,1,1,1,1
Hummingbird-Framework/Hummingbird-SFML,C++,0.937500,1,0,0.045370,8.500000,0.500000,1,1538,0.000000,0,0,1,1,1
theyamo/CheeseCutter,C++,0.644068,2,0,0.177091,28.750000,1.750000,1,27393,0.000000,14,1,1,1,1
the-darkvoid/BrcmPatchRAM,C++,0.666667,1,0,0.145033,50.666668,3.666667,1,1467,0.000000,32,0,1,1,1
the-darkvoid/OS-X-Fake-PCI-ID,C++,1.000000,2,0,0.154839,44.000000,3.500000,1,694,0.000000,10,1,1,1,1
maxmods/wx.mod,C++,0.910595,2,0,0.250042,5.166667,0.208333,1,394851,0.000000,2,1,1,1,1
01org/corelibs-edison,C++,0.861314,2,0,0.267256,10.000000,8.500000,1,22601,0.041096,1,1,1,1,1
SCIInstitute/SCI-Solver_FEM,C++,0.883249,1,0,0.182679,13.000000,4.500000,1,59982,0.000000,6,0,1,1,1
eclarke/swga,C++,0.806452,1,1,0.152822,30.000000,3.200000,1,12324,0.099723,8,1,1,1,1
AbletonAG/aqt-cassowary,C++,0.920000,2,1,0.139908,65.000000,4.333333,1,12339,0.000000,15,1,1,1,1
MalteKurz/VineCopulaMatlab,C++,0.979167,1,0,0.396741,11.750000,0.750000,1,5223,0.000000,2,0,1,1,1
ProjectSkyfire/SkyFire.548,C++,0.888736,3,1,0.134741,36.375000,8.000000,1,1369590,0.009935,181,1,1,1,1
johnrobinsn/pxCore,C++,0.820000,3,0,0.047230,188.000000,6.000000,1,603376,0.000000,2,1,1,1,1
remap/YouTubeTOP,C++,1.000000,1,0,0.172070,24.000000,3.000000,1,2581,0.000000,1,0,1,1,1
NightCreature/SpaceSim,C++,0.855670,1,0,0.201942,26.000000,3.000000,0,17121,0.000000,1,0,1,1,1
elliotgoodrich/VariadicTemplateAlgorithms,C++,0.142857,1,1,0.050473,61.000000,1.000000,1,2113,0.377871,30,1,1,1,1
BasicConceptClassification/ClassificationDeveloper,C++,0.000000,3,0,0.029845,149.500000,4.000000,1,393586,0.000000,2,1,1,1,1
karagog/Gryptonite,C++,0.974026,1,0,0.126571,113.500000,24.000000,1,15322,0.052262,7,1,1,1,1
jimfranke/42IN13SAI,C++,0.920502,5,0,0.102174,84.000000,0.333333,0,20569,0.046937,0,1,1,1,1
marker68/simple-cluster,C++,0.859649,1,1,0.234478,8.250000,1.500000,1,93060,0.969981,2,1,1,1,1
cdaylward/libappc,C++,0.960526,1,1,0.235863,193.000000,6.000000,1,5427,0.120147,50,1,1,1,1
zhchbin/DN,C++,0.923954,1,1,0.226878,57.000000,0.500000,1,74604,0.000000,5,1,1,1,1
CentroEPiaggio/kuka-lwr,C++,0.969697,3,0,0.196858,22.111111,1.444444,1,6005,0.000000,18,1,1,1,1
ms-iot/forwarders,C++,0.200000,1,0,0.178744,6.000000,3.000000,1,184,0.000000,3,0,1,1,1
tbepler/utils-cpp,C++,0.958763,1,0,0.245575,45.000000,11.000000,1,24508,0.228477,0,1,1,1,1
sandstorm-io/capnproto,C++,0.986842,1,0,0.122949,15.400000,2.066667,1,90936,0.000000,3310,0,1,1,1
DLR-SC/tigl,C++,0.694737,1,1,0.171268,15.625000,1.000000,1,267865,0.033171,9,1,1,1,1
dbzhang800/karchive,C++,1.000000,6,0,0.234383,7.000000,0.000000,1,8909,0.178106,1,1,1,1,1
eidheim/Skeletal-Animation-Library,C++,1.000000,1,0,0.201913,39.000000,1.000000,1,771,0.000000,21,0,1,1,1
sadhen/libmdcpp,C++,1.000000,1,0,0.060877,9.500000,1.000000,0,2119,0.049976,4,0,1,1,1
r52/op64,C++,0.890756,1,0,0.074913,12.000000,1.000000,1,23853,0.000000,9,0,1,1,1
ckkashyap/rustix,C++,0.200000,2,0,0.274923,50.000000,3.500000,1,1362,0.000000,75,1,1,1,1
g40/esj,C++,0.642857,1,0,0.257384,15.000000,5.000000,1,2870,0.000000,12,0,1,1,1
opengisch/QField,C++,1.000000,1,0,0.192826,42.000000,3.000000,1,6452,0.387169,37,1,1,1,1
IgorPolyakov/graduate-work,C++,0.500000,1,0,0.213262,25.000000,3.500000,1,439,0.000000,0,0,1,1,1
vetzki/frameworks_native,C++,0.915905,10,0,0.151971,2.200000,0.000000,1,190370,0.115803,0,1,1,1,1
Martinsos/OpAl,C++,1.000000,1,0,0.203472,9.500000,2.000000,1,2066,0.000000,7,0,1,1,1
INMOST-DEV/INMOST,C++,0.905405,2,0,0.143384,38.000000,4.000000,1,49389,0.047034,0,1,1,1,1
blankwall/Python_Pin,C++,0.866667,2,0,0.042756,21.000000,7.000000,0,4336,0.000000,111,0,1,1,1
JMarlin/P5-Redux,C++,0.037037,1,0,0.111408,44.000000,0.100000,1,4994,0.000000,0,0,1,1,1
stamhe/facebook_mysql,C++,0.928797,11,0,0.191434,63.728325,0.000000,1,1745567,0.021669,0,1,1,1,0
stamhe/litecoin,C++,0.965409,9,0,0.040367,54.859375,0.000000,1,210225,0.078045,0,1,1,1,1
stamhe/novacoin,C++,0.944984,11,0,0.099754,26.109375,0.000000,1,81893,0.014315,0,1,1,1,1
stamhe/ppcoin,C++,0.966667,12,0,0.035652,23.785713,0.000000,1,100970,0.055357,0,1,1,1,1
Android-AOSP/external_skia,C++,0.974610,14,0,0.061768,131.082474,0.000000,1,1209796,0.099170,0,1,1,1,1
Wallacoloo/ME498-CudaSynth,C++,0.911447,1,0,0.231502,92.000000,1.000000,1,275513,0.000055,0,0,1,1,1
The-Charge/2015_TrashBot,C++,0.978261,5,0,0.295680,153.500000,16.000000,1,3696,0.000000,1,1,1,1,1
bass0324/platform_device_moto_shamu,C++,0.786325,31,0,0.217488,60.384617,0.000000,1,107674,0.065274,0,1,1,1,1
rohit-n/Clonepoint,C++,1.000000,1,0,0.128542,26.000000,1.000000,1,23464,0.119504,7,1,1,1,1
personalrobotics/or_sbpl,C++,1.000000,2,0,0.060325,3.666667,0.166667,0,7805,0.043382,0,1,1,1,1
WuMRC/advanced-imaging,C++,0.764706,2,0,0.238028,20.000000,1.000000,1,3989,0.000000,0,1,1,1,1
rogora/hangish,C++,0.904762,2,0,0.181453,30.000000,9.000000,1,3666,0.000000,26,1,1,1,1
tue-robotics/ed_sensor_integration,C++,0.973684,2,0,0.125037,51.500000,0.500000,0,2981,0.013458,0,1,1,1,1
rock-planning/planning-motion_planning_libraries,C++,0.886364,1,0,0.191979,5.714286,0.071429,1,4251,0.049948,0,1,1,1,1
goldfrapper/BabyLogger,C++,0.000000,1,0,0.092585,47.000000,39.000000,1,2364,0.000000,2,0,1,1,1
champson/beignet,C++,0.878412,9,0,0.134205,47.571430,0.000000,1,83739,0.012236,0,1,1,1,1
mathwl/art,C++,0.986813,12,0,0.161150,239.952377,0.000000,1,304882,0.067630,0,1,1,1,1
CAOXP/Powder_0,C++,0.781250,1,0,0.385632,80.000000,0.500000,1,5162,0.000000,0,0,1,1,1
shiro-saber/Estructura_Datos,C++,0.930556,2,0,0.100197,17.500000,2.000000,0,7372,0.000000,0,0,1,1,1
zephiK/android_frameworks_native,C++,0.915905,54,0,0.152015,131.197372,0.000000,1,186918,0.115758,0,1,1,1,1
zephiK/android_frameworks_av,C++,0.862565,21,0,0.288117,79.269661,0.000000,1,422324,0.036575,0,1,1,1,1
jorj1988/lldb,C++,0.965870,9,0,0.127397,184.127274,0.000000,1,748252,0.031516,0,1,1,1,0
Knuk/MinecraftBot,C++,0.950249,1,0,0.128726,35.500000,1.000000,0,18045,0.022666,3,0,1,1,1
gonzalovergaraavilez/estructuraDatos,C++,0.391304,1,0,0.198640,16.500000,3.000000,0,2122,0.000000,0,0,1,1,1
karies/clang,C++,0.914490,15,0,0.297299,7.411765,0.000000,1,929286,0.227930,2,1,1,1,1
jwise/musicpd,C++,0.905342,2,0,0.170382,62.746155,0.000000,1,83381,0.444025,0,1,1,1,1
raydelto/itla_chess_coco2dx,C++,0.750000,1,0,0.251435,10.000000,2.000000,1,2897,0.000000,0,0,1,1,1
arizona-phonological-imaging-lab/APIL,C++,0.672573,2,0,0.187353,6.142857,0.190476,1,594703,0.006040,1,1,1,1,1
Shimmen/Rendeer,C++,0.633094,1,0,0.357290,20.000000,0.500000,1,53622,0.090057,1,1,1,1,1
zhanggyb/BlendInt,C++,0.872881,1,0,0.290126,63.809525,0.095238,1,60691,0.000000,23,0,1,1,1
01org/libxcam,C++,0.933962,2,0,0.172549,37.500000,12.500000,1,13341,0.071314,18,1,1,1,1
MugFoundation/io_api,C++,0.523810,1,0,0.235119,10.000000,0.333333,1,41021,0.022765,1,1,1,1,1
jcward/hxtelemetry,C++,0.000000,2,0,0.000000,27.000000,5.500000,1,1766,0.000000,13,1,1,1,1
bolandrm/rmb_multicopter,C++,0.880000,1,0,0.238422,30.500000,0.500000,1,3671,0.000000,1,0,1,1,1
vladkrylov/LeetechParallel,C++,0.978723,1,0,0.275203,18.500000,5.000000,0,4742,0.000000,0,0,1,1,1
yunmingzhang17/caffe-opt,C++,0.961111,6,1,0.207637,125.705879,0.000000,1,55103,0.706610,0,1,1,1,1
Evolving-AI-Lab/fooling,C++,0.968504,2,0,0.246659,26.000000,2.000000,1,58824,0.572075,41,1,1,1,1
TeamHorizon/android_device_moto_shamu,C++,0.786325,41,0,0.218379,43.758064,0.000000,1,107541,0.065274,0,1,1,1,1
tudang/paxosudp,C++,0.541667,2,0,0.271991,10.428571,0.000000,1,25063,0.964629,0,1,1,1,1
Lut1n/ImpGears,C++,0.871795,2,0,0.107575,29.000000,1.000000,1,7037,0.000000,3,1,1,1,1
archshift/xorer,C++,0.000000,1,1,0.167511,82.000000,9.000000,1,2468,0.000000,12,1,1,1,1
coin-or/CppAD,C++,0.928943,1,0,0.437365,19.724138,0.068966,1,74228,0.007411,13,1,1,1,1
happynear/caffe-windows,C++,0.966667,1,1,0.201939,4.000000,0.500000,1,60217,0.691822,401,1,1,1,1
rock-planning/planning-fd_cedalion,C++,0.646341,2,0,0.147303,3.333333,0.666667,1,45220,0.000000,0,1,1,1,1
officinerobotiche/uNav_PID_Tuner,C++,1.000000,1,0,0.326483,35.000000,13.000000,1,18325,0.000000,3,0,1,1,1
ruipimenta/caffetransposedinnerproductlayer,C++,0.963190,6,1,0.208395,145.500000,0.000000,1,53959,0.714236,1,1,1,1,1
nknotts/dccl,C++,0.969697,1,0,0.223772,11.301587,0.126984,1,9742,0.183673,0,1,1,1,1
linqingtao/tinytable,C++,0.887097,2,0,0.078609,13.000000,1.000000,1,34776,0.058085,6,1,1,1,1
datasift/served,C++,0.901639,2,0,0.185620,20.799999,0.200000,1,14924,0.499159,199,1,1,1,1
petergolde/wheelchair-robot,C++,0.314286,2,0,0.225710,15.000000,1.500000,1,28210,0.000000,0,1,1,1,1
sean-dougherty/cuda-edu,C++,0.888889,1,0,0.094646,93.000000,6.000000,0,3811,0.434863,3,0,1,1,1
xunchangguo/BMX,C++,0.984894,2,0,0.149083,21.315788,0.026316,1,64965,0.026633,0,1,1,1,1
skyline75489/leetcode,C++,0.043478,1,0,0.160171,38.000000,1.000000,0,1962,0.000000,5,0,1,1,1
kuri-kustar/reemc_hri_interaction,C++,0.812500,1,0,0.154810,29.000000,1.000000,1,26822,0.000000,0,0,1,1,1
tmbdev/clstm,C++,1.000000,2,0,0.035965,15.000000,4.000000,1,4576,0.722956,216,1,1,1,1
nohal/chartdldr_pi,C++,0.897959,1,1,0.134049,3.680851,1.340426,1,40143,0.021986,2,1,1,1,1
micro-manager/micro-manager,C++,0.915385,6,0,0.180225,103.000000,0.260417,1,500609,0.045153,13,1,1,1,1
sekiguchi-nagisa/ydsh,C++,0.857143,1,1,0.199968,144.500000,18.500000,1,10011,0.495165,0,1,1,1,1
INM-6/nest-git-migration,C++,0.986726,1,1,0.260288,41.500000,2.500000,1,177930,0.018052,0,1,1,1,1
nwjs/nw.js,C++,0.965398,4,0,0.179454,21.153847,51.615383,1,56592,0.000000,27350,1,1,1,1
MoldySponge/NetworkMonitor,C++,0.882353,1,0,0.132959,29.000000,1.000000,0,2352,0.000000,1,0,1,1,1
Blakez/jollipop_device_lge_hammerhead,C++,0.666667,15,0,0.199833,36.379311,0.000000,1,79637,0.019836,0,1,1,1,1
hawaii-desktop/hawaii-shell,C++,1.000000,1,0,0.300060,19.090908,1.227273,1,20074,0.000000,58,0,1,1,1
SmileYzn/IA-Julia-Repack,C++,0.634146,1,0,0.030268,141.000000,3.000000,0,21547,0.000000,5,0,1,1,1
maidsafe/MaidSafe-Launcher,C++,0.790698,4,0,0.193486,70.500000,12.000000,1,5013,0.279188,4,1,1,1,1
Witek-/filtracja_Warszawa,C++,0.250000,1,0,0.015674,13.000000,4.000000,0,182630,0.464343,0,0,1,1,1
feelpp/quickstart,C++,1.000000,1,1,0.338235,23.000000,1.500000,1,658,0.000000,0,1,1,1,1
Dwaligon/twitchcreep,C++,1.000000,1,0,0.074651,139.500000,89.500000,0,1297,0.000000,6,0,1,1,1
Xrate/cring,C++,0.914286,2,0,0.035573,38.000000,4.000000,0,2440,0.000000,0,0,1,1,1
CNugteren/cltune,C++,0.936508,1,0,0.232928,22.000000,2.500000,1,95340,0.653021,11,1,1,1,1
schuylerdaddy/AdvancedOS_Shell,C++,1.000000,2,0,0.064478,34.500000,1.000000,0,6302,0.000000,0,0,1,1,1
KMarino/HapTechSeniorDesign,C++,0.864286,3,0,0.217280,51.000000,2.500000,1,104322,0.641968,0,1,1,1,1
mdorenkamp/fhemduino,C++,0.687500,3,0,0.118519,5.700000,0.700000,0,2541,0.000000,9,0,1,1,1
Mogara/QSanguosha-For-Hegemony,C++,0.889456,5,0,0.220598,67.666664,7.666667,1,181447,0.090457,36,1,1,1,1
alberthdev/spasm-ng,C++,0.764706,2,0,0.083376,17.000000,3.500000,1,14441,0.007835,7,1,1,1,1
PimpCashDev/pimpcash,C++,0.960000,1,0,0.029152,8.000000,0.500000,1,309054,0.056200,70,1,1,1,1
clement-nardi/pics-dl,C++,0.860000,1,0,0.161536,18.500000,10.000000,1,15015,0.000000,2,0,1,1,1
Microsoft/bond,C++,0.949438,2,1,0.110252,98.500000,23.500000,1,42724,0.009910,1273,1,1,1,1
couchbaselabs/breakpad,C++,0.845455,10,0,0.256142,11.111111,0.111111,1,247830,0.370209,0,1,1,1,1
SebastianNiemann/Mantella,C++,0.934097,1,1,0.090845,181.500000,0.750000,1,14662,0.239543,16,1,1,1,1
Iron-Panthers/FRC-2015,C++,0.945946,6,0,0.213885,14.900000,0.000000,1,29050,0.246341,2,1,1,1,1
Crockeo/cpp-whatisthisgame,C++,0.896552,1,0,0.237091,144.000000,1.000000,1,2117,0.000000,0,0,1,1,1
Digitopia/PORTOphone-app,C++,1.000000,1,0,0.185259,28.000000,5.000000,1,831,0.000000,3,0,1,1,1
m-labs/clang-lm32,C++,0.915263,11,0,0.296558,20.000000,0.000000,1,923928,0.033074,4,1,1,1,1
jaredjones/JPQ,C++,0.800000,1,0,0.193050,30.750000,0.500000,1,1477,0.000000,4,0,1,1,1
Manak-org/Manak,C++,0.620000,1,1,0.064828,39.333332,4.333333,1,6526,0.000000,10,1,1,1,1
startkladde/startkladde,C++,0.962857,1,0,0.175598,11.000000,0.281250,1,49236,0.021097,0,1,1,1,1
papyros/papyros-shell,C++,0.000000,2,0,0.249322,34.000000,12.000000,1,3640,0.000000,989,1,1,1,1
zealdocs/zeal,C++,0.981481,1,0,0.090006,215.000000,75.000000,1,6056,0.000000,3533,0,1,1,1
izvolov/burst,C++,0.615385,1,1,0.193543,38.666668,4.333333,0,5054,0.372677,12,0,1,1,1
MogaraOrg/QSanguosha,C++,0.877489,4,0,0.226677,114.000000,2.000000,1,183253,0.000000,488,1,1,1,1
cyang1/depixelize,C++,0.941176,2,0,0.105683,10.000000,2.000000,1,1904,0.000000,19,1,1,1,1
VGAD/ECSE,C++,0.944444,1,0,0.162663,132.000000,4.000000,1,7347,0.000000,0,0,1,1,1
lordoffox/amsg,C++,0.250000,3,0,0.061974,15.500000,4.000000,1,2572,0.070488,4,1,1,1,1
robotpy/allwpilib,C++,0.950441,7,0,0.236392,13.750000,0.000000,1,307321,0.504314,19,1,1,1,1
apronchenkov/yalog,C++,0.793651,2,0,0.009514,9.375000,0.500000,0,2874,0.196188,1,1,1,1,1
Microsoft/X-Mem,C++,1.000000,1,0,0.345456,46.000000,4.500000,1,8735,0.126893,32,1,1,1,1
Vacuum-IM/vacuum-im,C++,0.871302,1,1,0.037828,8.500000,0.357143,1,251356,0.000000,36,1,1,1,1
20k/OpenCLRenderer,C++,0.916667,1,0,0.191189,49.333332,0.333333,1,65368,0.031710,2,1,1,1,1
ipa320/srs_public,C++,0.919298,9,0,0.050846,24.071428,8.642857,1,601362,0.086464,19,1,1,1,1
alesegdia/ecscpp,C++,0.731343,1,0,0.134206,48.500000,3.000000,0,2196,0.099746,0,0,1,1,1
XPIRe-team/XPIRe,C++,0.557728,1,0,0.164954,23.000000,10.000000,1,10611,0.002602,12,1,1,1,1
mikeferguson/robot_calibration,C++,1.000000,1,0,0.233375,12.250000,2.500000,1,3234,0.153681,3,1,1,1,1
Nuke928/NSEngine,C++,0.825397,1,0,0.241330,6.600000,0.800000,1,7536,0.010664,0,1,1,1,1
hmartiro/redox,C++,0.954545,1,0,0.246206,41.500000,6.500000,1,2227,0.066489,117,1,1,1,1
myriadrf/LMS7002M-driver,C++,0.538462,1,0,0.192397,41.000000,5.500000,1,6359,0.000000,8,0,1,1,1
MKomiya/solno,C++,0.836874,1,0,0.288959,94.666664,15.333333,1,353079,0.016377,0,1,1,1,1
RigsOfRods/rigs-of-rods,C++,0.889073,3,0,0.189600,29.916668,12.083333,1,129592,0.044790,103,1,1,1,1
patwonder/FlashGestures,C++,0.375000,1,0,0.156766,7.071429,0.785714,1,1566,0.000000,9,0,1,1,1
occomco/tum_simulator,C++,0.869565,2,0,0.358943,0.666667,0.666667,1,2680,0.085809,7,1,1,1,1
secondsight/android_frameworks_native,C++,0.917004,21,0,0.205511,3.846154,0.000000,1,112107,0.131947,0,1,1,1,1
juriad/X2C,C++,1.000000,1,0,0.004976,9.000000,1.000000,0,81192,0.000000,1,0,1,1,1
F-AOSP/platform_frameworks_native,C++,0.915905,20,0,0.152423,3.666667,0.000000,1,187193,0.002631,0,1,1,1,0
bitcoinxt/bitcoinxt,C++,0.952675,12,1,0.054750,25.545456,0.454545,1,255637,0.144869,331,1,1,1,1
hellno/FloatSat,C++,0.931818,2,0,0.212970,29.000000,1.000000,0,3010,0.000000,0,0,1,1,1
code-iai/semrec,C++,0.984127,1,1,0.232162,21.166668,1.500000,1,10196,0.000000,1,1,1,1,1
DanielOgorchock/ST_Anything,C++,0.928571,2,0,0.387652,44.666668,0.666667,1,6222,0.000000,43,1,1,1,1
